"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V530","2020-05-27 08:00:00","34.000","144.000","0.400","25.000","1.000","1005.500","","68.000","-99.000","-99.000","-99.000","25.600","","24.100",""
"C0R790","2020-05-27 08:00:00","111.000","339.000","6.600","23.500","0.980","998.200","","117.500","-99.000","-99.000","-99.000","26.600","","23.400",""
"C0R550","2020-05-27 08:00:00","38.000","143.000","2.600","24.100","1.000","1007.300","","130.000","-99.000","-99.000","-99.000","25.100","","24.100",""
"C0F9L0","2020-05-27 08:00:00","253.000","215.000","0.900","26.500","0.930","980.400","","1.000","-99.000","-99.000","-99.000","26.500","","24.700",""
"C0A950","2020-05-27 08:00:00","60.000","5.000","4.400","21.500","0.990","1004.600","","4.000","-99.000","-99.000","-99.000","26.600","","21.300",""
"C0R160","2020-05-27 08:00:00","45.000","172.000","2.000","24.300","0.990","1004.300","","52.000","-99.000","-99.000","-99.000","25.200","","24.100",""
"C0F9S0","2020-05-27 08:00:00","43.000","155.000","1.000","26.100","0.880","1004.400","","7.000","-99.000","-99.000","-99.000","26.100","","25.200",""
"C0G870","2020-05-27 08:00:00","12.000","207.000","2.300","25.800","-99.000","1009.000","","13.500","-99.000","-99.000","-99.000","26.300","","24.500",""
"C0R530","2020-05-27 08:00:00","16.000","81.000","3.500","23.900","0.900","1008.800","","180.500","-99.000","-99.000","-99.000","25.100","","23.700",""
"C0A890","2020-05-27 08:00:00","40.000","0.000","0.000","22.900","0.970","1005.600","","1.500","-99.000","-99.000","-99.000","25.200","","22.900",""
"C0A660","2020-05-27 08:00:00","97.000","0.000","0.000","21.800","0.980","999.100","","9.000","-99.000","-99.000","-99.000","24.500","","21.500",""
"C0T9H0","2020-05-27 08:00:00","725.000","0.000","0.000","24.500","0.990","931.500","","0.500","-99.000","-99.000","-99.000","24.500","","21.100",""
"C0R270","2020-05-27 08:00:00","51.000","87.000","3.000","22.600","1.000","1003.400","","179.500","-99.000","-99.000","-99.000","24.700","","22.600",""
"C0O980","2020-05-27 08:00:00","18.000","146.000","1.300","24.500","0.960","1008.400","","47.500","-99.000","-99.000","-99.000","25.700","","24.100",""
"C0T9I0","2020-05-27 08:00:00","152.000","209.000","0.600","25.200","0.980","993.900","","0.000","-99.000","-99.000","-99.000","25.200","","23.700",""
"C0V760","2020-05-27 08:00:00","30.000","138.000","1.100","24.300","1.000","1006.800","","118.500","-99.000","-99.000","-99.000","25.600","","24.100",""
"C0AG90","2020-05-27 08:00:00","25.000","97.000","1.200","23.700","-99.000","1008.100","","2.000","-99.000","-99.000","-99.000","27.000","","23.700",""
"C0O900","2020-05-27 08:00:00","9.000","135.000","1.200","24.800","0.990","1008.400","","44.000","-99.000","-99.000","-99.000","25.500","","24.400",""
"C0AD00","2020-05-27 08:00:00","86.000","82.000","1.000","23.400","0.950","1001.000","","27.500","-99.000","-99.000","-99.000","27.600","","23.100",""
"C0V700","2020-05-27 08:00:00","24.000","152.000","2.100","24.500","0.960","1006.500","","180.000","-99.000","-99.000","-99.000","26.100","","24.200",""
"C0X080","2020-05-27 08:00:00","2.000","150.000","3.000","24.600","0.990","1008.900","","56.500","-99.000","-99.000","-99.000","25.700","","24.500",""
"C0X080","2020-05-27 09:00:00","2.000","153.000","2.900","25.800","0.950","1009.500","","56.500","-99.000","-99.000","-99.000","25.800","","24.500",""
"C0G910","2020-05-27 09:00:00","42.000","173.000","2.900","26.600","0.960","1003.700","","4.000","-99.000","-99.000","-99.000","26.800","","25.100",""
"C0I480","2020-05-27 09:00:00","2165.000","0.000","0.000","15.800","0.990","789.000","","2.000","-99.000","-99.000","-99.000","15.900","","13.600",""
"C0R710","2020-05-27 09:00:00","117.000","286.000","3.600","25.400","0.960","998.200","","2.000","-99.000","-99.000","-99.000","27.200","","25.100",""
"C0A860","2020-05-27 09:00:00","362.000","28.000","1.200","20.900","0.980","970.100","","61.000","-99.000","-99.000","-99.000","25.400","","20.400",""
"C0U720","2020-05-27 09:00:00","1260.000","66.000","2.000","22.400","0.990","885.800","","0.500","-99.000","-99.000","-99.000","22.700","","17.900",""
"C0R690","2020-05-27 09:00:00","248.000","350.000","0.700","24.000","1.000","982.600","","14.500","7.600","281.000","","26.000","","23.800",""
"C0Z050","2020-05-27 09:00:00","830.000","286.000","0.300","20.500","0.980","921.900","","2.000","-99.000","-99.000","-99.000","20.500","","19.300",""
"C0I490","2020-05-27 09:00:00","1601.000","0.000","0.000","21.700","0.870","841.500","","0.000","-99.000","-99.000","-99.000","21.700","","16.200",""
"C0I090","2020-05-27 09:00:00","910.000","258.000","1.000","-99.000","-99.000","911.300","","0.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X240","2020-05-27 09:00:00","394.000","0.000","0.000","24.400","0.960","966.900","","8.000","-99.000","-99.000","-99.000","24.400","","22.800",""
"C0S990","2020-05-27 09:00:00","409.000","256.000","1.200","22.400","0.930","966.500","","24.000","-99.000","-99.000","-99.000","24.600","","21.700",""
"C0E850","2020-05-27 09:00:00","104.000","316.000","0.300","23.600","0.970","997.500","","21.500","-99.000","-99.000","-99.000","24.600","","23.100",""
"C0T9B0","2020-05-27 09:00:00","558.000","156.000","1.200","23.000","0.990","949.600","","0.000","-99.000","-99.000","-99.000","24.700","","22.000",""
"C0G650","2020-05-27 09:00:00","34.000","201.000","0.700","26.500","0.990","1005.600","","1.000","-99.000","-99.000","-99.000","27.100","","25.000",""
"C0K580","2020-05-27 09:00:00","26.000","0.000","0.100","25.400","0.990","1008.300","","7.000","-99.000","-99.000","-99.000","25.600","","24.700",""
"C0X050","2020-05-27 09:00:00","25.000","0.000","0.200","25.300","0.990","1006.000","","24.500","-99.000","-99.000","-99.000","25.300","","24.200",""
"C0AC70","2020-05-27 09:00:00","71.000","84.000","1.300","23.400","0.950","1002.300","","6.500","7.100","40.000","","26.900","","22.900",""
"C0W110","2020-05-27 09:00:00","16.000","30.000","4.600","23.100","0.790","1010.500","","0.000","-99.000","-99.000","-99.000","23.400","","22.500",""
"C0R670","2020-05-27 09:00:00","26.000","60.000","1.000","22.900","1.000","1010.400","","249.000","-99.000","-99.000","-99.000","25.600","","22.900",""
"C0X120","2020-05-27 09:00:00","28.000","144.000","2.700","25.800","0.920","1007.900","","44.000","-99.000","-99.000","-99.000","25.800","","24.800",""
"C0R100","2020-05-27 09:00:00","1006.000","224.000","0.600","19.200","0.990","902.300","","18.000","-99.000","-99.000","-99.000","20.100","","19.100",""
"C0R740","2020-05-27 09:00:00","58.000","104.000","1.300","23.100","0.990","1006.200","","259.500","-99.000","-99.000","-99.000","25.100","","23.000",""
"C0C700","2020-05-27 09:00:00","151.000","64.000","2.100","22.500","0.960","993.700","","17.500","-99.000","-99.000","-99.000","26.100","","22.000",""
"C0W130","2020-05-27 09:00:00","18.000","11.000","2.300","26.300","0.940","1006.600","","0.000","-99.000","-99.000","-99.000","26.500","","25.600",""
"C0F9R0","2020-05-27 09:00:00","20.000","10.000","3.300","25.200","0.990","1008.300","","6.500","-99.000","-99.000","-99.000","26.800","","25.200",""
"C0V660","2020-05-27 09:00:00","25.000","119.000","2.200","24.400","0.990","1007.800","","124.000","-99.000","-99.000","-99.000","25.700","","23.800",""
"C0G780","2020-05-27 09:00:00","27.000","203.000","2.500","26.300","0.970","1006.400","","12.000","-99.000","-99.000","-99.000","27.300","","25.400",""
"C0C590","2020-05-27 09:00:00","72.000","27.000","1.900","22.600","0.980","1001.700","","30.500","-99.000","-99.000","-99.000","26.200","","22.400",""
"C0I520","2020-05-27 09:00:00","3860.000","198.000","8.500","6.400","0.910","643.400","","-99.000","13.700","197.000","","6.700","","4.800",""
"C0M790","2020-05-27 09:00:00","15.000","187.000","1.000","24.800","0.970","1007.200","","23.000","-99.000","-99.000","-99.000","25.000","","24.100",""
"C0R130","2020-05-27 09:00:00","1040.000","87.000","0.900","19.300","0.990","896.400","","30.000","-99.000","-99.000","-99.000","20.500","","19.300",""
"C0AH30","2020-05-27 09:00:00","755.000","10.000","4.600","17.900","0.990","924.900","","4.000","-99.000","-99.000","-99.000","20.500","","17.300",""
"C0X170","2020-05-27 09:00:00","50.000","180.000","1.400","25.000","0.990","1004.300","","81.500","-99.000","-99.000","-99.000","26.100","","24.500",""
"C0K291","2020-05-27 09:00:00","8.000","154.000","0.800","24.800","0.990","1009.300","","42.000","-99.000","-99.000","-99.000","26.000","","24.300",""
"C0D480","2020-05-27 09:00:00","223.000","0.000","0.000","21.900","0.990","984.300","","23.500","-99.000","-99.000","-99.000","24.200","","21.800",""
"C0F0C0","2020-05-27 09:00:00","983.000","200.000","0.400","22.800","0.990","902.400","","0.500","-99.000","-99.000","-99.000","23.000","","19.400",""
"C0U860","2020-05-27 09:00:00","5.000","60.000","5.500","24.500","1.000","1009.900","","0.500","-99.000","-99.000","-99.000","25.700","","24.100",""
"C0UA50","2020-05-27 09:00:00","808.000","211.000","1.100","20.900","1.000","921.700","","3.500","-99.000","-99.000","-99.000","21.700","","20.600",""
"C0X320","2020-05-27 09:00:00","30.000","200.000","1.900","25.400","0.920","1005.800","","20.500","-99.000","-99.000","-99.000","25.400","","24.000",""
"C0T960","2020-05-27 09:00:00","120.000","168.000","1.200","26.200","0.990","997.100","","0.500","-99.000","-99.000","-99.000","26.200","","23.400",""
"C0SA80","2020-05-27 09:00:00","136.000","248.000","1.200","23.500","0.930","996.000","","14.500","-99.000","-99.000","-99.000","24.500","","23.100",""
"C0E780","2020-05-27 09:00:00","160.000","0.000","0.000","24.400","0.940","991.600","","8.500","-99.000","-99.000","-99.000","25.500","","24.200",""
"C0F9X0","2020-05-27 09:00:00","166.000","274.000","3.100","-99.000","0.990","991.100","","21.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F0D0","2020-05-27 09:00:00","3171.000","154.000","3.600","10.800","1.000","698.800","","0.500","-99.000","-99.000","-99.000","10.800","","8.300",""
"C0S730","2020-05-27 09:00:00","110.000","254.000","4.600","24.500","0.990","998.000","","13.000","-99.000","-99.000","-99.000","26.000","","24.500",""
"C0T790","2020-05-27 09:00:00","2830.000","134.000","1.300","13.900","0.970","727.800","","0.500","-99.000","-99.000","-99.000","14.200","","11.200",""
"C0V750","2020-05-27 09:00:00","50.000","128.000","3.100","24.800","1.000","1005.800","","84.500","-99.000","-99.000","-99.000","26.300","","24.600",""
"C0K530","2020-05-27 09:00:00","12.000","194.000","1.400","25.300","0.960","1008.600","","7.500","-99.000","-99.000","-99.000","26.000","","24.900",""
"C0M780","2020-05-27 09:00:00","30.000","0.000","0.000","25.300","0.990","1006.900","","28.500","-99.000","-99.000","-99.000","25.300","","23.700",""
"C0V360","2020-05-27 09:00:00","94.000","194.000","1.500","24.000","0.990","999.700","","44.500","-99.000","-99.000","-99.000","25.000","","23.500",""
"C0K510","2020-05-27 09:00:00","10.000","171.000","1.400","25.000","0.970","1008.100","","23.500","-99.000","-99.000","-99.000","25.600","","24.400",""
"C0D650","2020-05-27 09:00:00","97.000","52.000","2.700","22.800","0.960","999.200","","21.500","-99.000","-99.000","-99.000","26.100","","22.700",""
"C0V630","2020-05-27 09:00:00","19.000","149.000","1.400","24.200","0.990","1009.300","","109.500","-99.000","-99.000","-99.000","26.100","","24.000",""
"C0U910","2020-05-27 09:00:00","17.000","171.000","1.500","24.100","0.850","1008.900","","0.000","-99.000","-99.000","-99.000","25.500","","23.700",""
"C0U600","2020-05-27 09:00:00","10.000","39.000","0.500","23.500","0.990","1009.000","","1.000","-99.000","-99.000","-99.000","25.000","","23.300",""
"C0G820","2020-05-27 09:00:00","29.000","218.000","0.600","25.500","0.960","1005.900","","12.500","-99.000","-99.000","-99.000","26.900","","25.100",""
"C0R590","2020-05-27 09:00:00","72.000","178.000","2.100","24.200","0.990","1002.700","","48.500","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0A9E0","2020-05-27 09:00:00","26.000","126.000","0.700","24.600","0.890","1007.800","","12.500","-99.000","-99.000","-99.000","28.000","","23.200",""
"C0R480","2020-05-27 09:00:00","57.000","195.000","2.100","24.000","1.000","1003.600","","44.500","-99.000","-99.000","-99.000","25.500","","24.000",""
"C0X300","2020-05-27 09:00:00","70.000","128.000","0.300","25.100","0.970","1001.800","","14.000","-99.000","-99.000","-99.000","25.200","","23.900",""
"C0U970","2020-05-27 09:00:00","7.000","43.000","3.200","23.900","0.900","1010.900","","0.500","-99.000","-99.000","-99.000","25.600","","23.900",""
"C0SA90","2020-05-27 09:00:00","497.000","277.000","0.700","20.800","1.000","955.100","","81.500","-99.000","-99.000","-99.000","23.500","","20.600",""
"C0R750","2020-05-27 09:00:00","551.000","308.000","0.400","22.300","1.000","949.900","","89.000","10.100","292.000","","23.900","","22.200",""
"C0R340","2020-05-27 09:00:00","230.000","348.000","1.000","23.100","1.000","985.400","","156.000","-99.000","-99.000","-99.000","24.900","","22.900",""
"C0M750","2020-05-27 09:00:00","10.000","160.000","3.300","26.100","0.890","1008.600","","45.500","-99.000","-99.000","-99.000","26.300","","24.100",""
"C0I110","2020-05-27 09:00:00","161.000","287.000","0.400","26.300","0.910","992.500","","1.500","-99.000","-99.000","-99.000","27.100","","23.800",""
"C0V370","2020-05-27 09:00:00","74.000","152.000","0.300","24.000","1.000","1002.800","","56.500","-99.000","-99.000","-99.000","25.000","","23.900",""
"C0C690","2020-05-27 09:00:00","242.000","193.000","0.500","22.000","0.890","983.200","","19.500","-99.000","-99.000","-99.000","25.600","","21.500",""
"C0A540","2020-05-27 09:00:00","401.000","0.000","0.100","21.800","1.000","966.900","","3.000","-99.000","-99.000","-99.000","23.400","","21.600",""
"C0SA60","2020-05-27 09:00:00","6.000","0.000","0.200","24.600","0.980","1009.300","","20.500","-99.000","-99.000","-99.000","25.600","","24.600",""
"C0H950","2020-05-27 09:00:00","192.000","0.000","0.000","26.700","0.900","988.400","","0.500","-99.000","-99.000","-99.000","27.900","","23.100",""
"C0O960","2020-05-27 09:00:00","112.000","149.000","1.200","24.000","0.960","997.200","","74.500","-99.000","-99.000","-99.000","25.000","","23.500",""
"C0E880","2020-05-27 09:00:00","507.000","316.000","0.700","23.100","0.990","953.100","","13.500","-99.000","-99.000","-99.000","24.100","","22.600",""
"C0AH10","2020-05-27 09:00:00","30.000","90.000","2.600","24.300","1.000","1006.600","","3.500","-99.000","-99.000","-99.000","27.400","","23.800",""
"C0R820","2020-05-27 09:00:00","588.000","148.000","0.700","20.500","1.000","947.900","","111.500","-99.000","-99.000","-99.000","22.600","","20.500",""
"C0R680","2020-05-27 09:00:00","13.000","272.000","2.800","26.500","0.920","1009.500","","15.000","-99.000","-99.000","-99.000","28.100","","25.900",""
"C0X210","2020-05-27 09:00:00","38.000","80.000","0.900","25.300","1.000","1004.000","","22.500","-99.000","-99.000","-99.000","25.300","","24.100",""
"C0D430","2020-05-27 09:00:00","87.000","0.000","0.000","24.400","1.000","998.900","","35.500","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0AD30","2020-05-27 09:00:00","20.000","103.000","1.600","24.500","0.870","1006.000","","14.000","-99.000","-99.000","-99.000","28.500","","23.300",""
"C0R240","2020-05-27 09:00:00","87.000","164.000","0.500","23.600","0.990","1001.000","","69.500","-99.000","-99.000","-99.000","24.400","","23.500",""
"C0AI30","2020-05-27 09:00:00","26.000","85.000","6.100","24.100","0.990","1008.000","","3.000","-99.000","-99.000","-99.000","28.200","","23.500",""
"C0U960","2020-05-27 09:00:00","1885.000","185.000","2.300","17.800","0.930","813.500","","1.000","-99.000","-99.000","-99.000","18.200","","13.600",""
"C0T9E0","2020-05-27 09:00:00","415.000","127.000","0.400","23.800","0.950","965.500","","0.000","-99.000","-99.000","-99.000","24.900","","22.400",""
"C0D550","2020-05-27 09:00:00","1956.000","0.000","0.000","17.700","0.870","810.500","","0.000","-99.000","-99.000","-99.000","17.700","","15.100",""
"C0S970","2020-05-27 09:00:00","19.000","268.000","3.600","24.400","0.860","1008.100","","8.500","-99.000","-99.000","-99.000","25.300","","23.900",""
"C0V260","2020-05-27 09:00:00","126.000","95.000","0.600","24.200","0.990","996.400","","34.000","-99.000","-99.000","-99.000","25.100","","23.800",""
"C0H990","2020-05-27 09:00:00","3076.000","216.000","4.200","10.300","0.990","707.000","","1.500","-99.000","-99.000","-99.000","10.300","","9.100",""
"C0F9K0","2020-05-27 09:00:00","30.000","22.000","2.000","24.400","0.980","1005.000","","12.000","-99.000","-99.000","-99.000","26.800","","24.400",""
"C0AH90","2020-05-27 09:00:00","660.000","90.000","0.300","21.500","0.990","939.400","","2.000","-99.000","-99.000","-99.000","22.100","","20.000",""
"C0W150","2020-05-27 09:00:00","42.000","56.000","5.100","26.300","0.750","1006.500","","0.000","11.600","58.000","","26.300","","25.000",""
"C0F000","2020-05-27 09:00:00","273.000","240.000","0.300","24.200","0.990","975.700","","2.000","-99.000","-99.000","-99.000","24.500","","22.700",""
"C0M860","2020-05-27 09:00:00","578.000","77.000","0.500","21.800","0.960","946.600","","3.000","-99.000","-99.000","-99.000","22.000","","20.900",""
"C0K410","2020-05-27 09:00:00","20.000","184.000","1.300","24.800","0.960","1006.900","","27.500","-99.000","-99.000","-99.000","25.200","","24.100",""
"C0R140","2020-05-27 09:00:00","740.000","157.000","0.500","20.200","1.000","931.500","","32.000","-99.000","-99.000","-99.000","20.700","","20.100",""
"C0V800","2020-05-27 09:00:00","256.000","272.000","0.300","23.500","0.980","980.400","","14.500","-99.000","-99.000","-99.000","24.400","","23.400",""
"C0S830","2020-05-27 09:00:00","288.000","39.000","0.300","26.000","0.900","979.900","","0.500","-99.000","-99.000","-99.000","26.000","","23.700",""
"C0S920","2020-05-27 09:00:00","98.000","291.000","2.900","25.000","0.860","995.400","","15.500","-99.000","-99.000","-99.000","25.600","","24.100",""
"C0V640","2020-05-27 09:00:00","35.000","128.000","2.600","24.900","0.970","1006.400","","98.500","-99.000","-99.000","-99.000","26.500","","24.700",""
"C0AH80","2020-05-27 09:00:00","68.000","49.000","1.100","23.800","0.980","1002.200","","2.000","-99.000","-99.000","-99.000","24.500","","22.800",""
"C0K250","2020-05-27 09:00:00","12.000","142.000","0.800","25.100","0.980","1008.700","","23.000","-99.000","-99.000","-99.000","25.400","","24.400",""
"C0R840","2020-05-27 09:00:00","536.000","18.000","1.400","22.000","1.000","952.100","","182.500","-99.000","-99.000","-99.000","23.200","","21.300",""
"C0I410","2020-05-27 09:00:00","180.000","227.000","1.000","25.300","0.930","989.200","","0.500","-99.000","-99.000","-99.000","26.300","","23.600",""
"C0M410","2020-05-27 09:00:00","245.000","342.000","1.200","23.300","0.970","979.500","","6.000","-99.000","-99.000","-99.000","23.700","","22.500",""
"C0F9Z0","2020-05-27 09:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-05-27 09:00:00","26.000","203.000","1.400","26.200","0.940","1005.500","","2.000","-99.000","-99.000","-99.000","27.500","","25.500",""
"C0U650","2020-05-27 09:00:00","442.000","70.000","1.500","21.700","1.000","961.600","","1.000","-99.000","-99.000","-99.000","23.300","","21.600",""
"C0D660","2020-05-27 09:00:00","65.000","63.000","1.900","23.200","0.930","1002.600","","32.500","-99.000","-99.000","-99.000","26.000","","23.100",""
"C0U940","2020-05-27 09:00:00","25.000","68.000","1.000","24.000","0.920","1009.000","","0.500","-99.000","-99.000","-99.000","24.900","","23.600",""
"C0E540","2020-05-27 09:00:00","32.000","33.000","2.500","24.200","0.980","1006.400","","27.000","-99.000","-99.000","-99.000","25.500","","23.700",""
"C0W170","2020-05-27 09:00:00","42.000","40.000","4.600","22.500","0.820","1006.000","","0.000","-99.000","-99.000","-99.000","22.600","","21.500",""
"C0Z150","2020-05-27 09:00:00","27.000","38.000","3.800","26.500","0.920","1007.900","","0.000","-99.000","-99.000","-99.000","27.100","","24.400",""
"C0S840","2020-05-27 09:00:00","22.000","231.000","2.200","23.500","0.980","1010.300","","24.500","-99.000","-99.000","-99.000","25.400","","23.200",""
"C0H9A0","2020-05-27 09:00:00","1595.000","279.000","0.300","18.900","0.950","845.500","","1.500","-99.000","-99.000","-99.000","18.900","","16.500",""
"C0Z300","2020-05-27 09:00:00","182.000","0.000","0.100","24.300","0.990","991.600","","1.500","-99.000","-99.000","-99.000","24.600","","23.000",""
"C0G730","2020-05-27 09:00:00","27.000","181.000","2.900","24.300","0.960","1007.500","","22.500","-99.000","-99.000","-99.000","25.900","","24.300",""
"C0V730","2020-05-27 09:00:00","33.000","161.000","2.800","23.900","0.990","1007.900","","183.500","-99.000","-99.000","-99.000","25.700","","23.800",""
"C0SA00","2020-05-27 09:00:00","466.000","0.000","0.000","21.300","1.000","959.400","","15.000","-99.000","-99.000","-99.000","22.700","","21.200",""
"C0S900","2020-05-27 09:00:00","27.000","288.000","2.800","28.000","0.900","1009.000","","11.000","-99.000","-99.000","-99.000","28.700","","25.200",""
"C0C480","2020-05-27 09:00:00","105.000","0.000","0.000","23.300","0.940","998.500","","13.500","-99.000","-99.000","-99.000","26.500","","22.700",""
"C0V720","2020-05-27 09:00:00","15.000","142.000","3.500","24.100","0.990","1010.200","","204.500","-99.000","-99.000","-99.000","26.200","","24.100",""
"C0UA60","2020-05-27 09:00:00","566.000","49.000","1.400","22.300","0.990","947.000","","0.500","-99.000","-99.000","-99.000","24.000","","21.700",""
"C0A980","2020-05-27 09:00:00","11.000","0.000","0.000","24.000","0.960","1009.500","","19.500","-99.000","-99.000","-99.000","27.600","","23.100",""
"C0C670","2020-05-27 09:00:00","250.000","1.000","1.600","21.200","0.950","982.400","","25.000","-99.000","-99.000","-99.000","24.700","","21.200",""
"C0K550","2020-05-27 09:00:00","15.000","127.000","0.500","24.400","0.990","1008.500","","45.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0R350","2020-05-27 09:00:00","35.000","10.000","1.900","25.000","0.970","1007.000","","9.500","-99.000","-99.000","-99.000","28.000","","25.000",""
"C0T9F0","2020-05-27 09:00:00","251.000","270.000","0.500","25.000","0.950","982.300","","0.000","-99.000","-99.000","-99.000","26.400","","23.000",""
"C0D390","2020-05-27 09:00:00","146.000","0.000","0.000","22.700","0.970","992.000","","30.500","-99.000","-99.000","-99.000","24.100","","22.700",""
"C0E430","2020-05-27 09:00:00","258.000","0.000","0.000","23.100","0.970","984.100","","16.000","-99.000","-99.000","-99.000","23.100","","22.200",""
"C0O990","2020-05-27 09:00:00","18.000","167.000","2.300","24.600","0.990","1008.000","","60.500","-99.000","-99.000","-99.000","25.400","","23.800",""
"CM0010","2020-05-27 09:00:00","68.000","-99.000","-99.000","23.100","0.860","1003.300","","4.000","-99.000","-99.000","-99.000","25.700","","22.800",""
"C0K500","2020-05-27 09:00:00","12.000","202.000","2.200","25.400","0.980","1007.600","","21.500","-99.000","-99.000","-99.000","25.500","","24.300",""
"C0X260","2020-05-27 09:00:00","39.000","348.000","0.600","25.600","0.980","1006.100","","44.500","-99.000","-99.000","-99.000","25.600","","23.700",""
"C0ACA0","2020-05-27 09:00:00","25.000","74.000","1.300","24.000","0.990","1006.500","","10.000","-99.000","-99.000","-99.000","27.400","","23.100",""
"C0X180","2020-05-27 09:00:00","62.000","159.000","0.800","25.000","0.990","1002.200","","36.500","-99.000","-99.000","-99.000","25.500","","24.200",""
"C0F930","2020-05-27 09:00:00","100.000","0.000","0.100","25.100","1.000","998.100","","33.500","-99.000","-99.000","-99.000","26.700","","25.000",""
"C0I010","2020-05-27 09:00:00","1562.000","0.000","0.000","20.700","0.890","847.700","","0.500","-99.000","-99.000","-99.000","20.700","","16.700",""
"C0R190","2020-05-27 09:00:00","32.000","199.000","1.200","24.100","0.990","1006.800","","70.000","-99.000","-99.000","-99.000","25.200","","24.000",""
"C0E420","2020-05-27 09:00:00","19.000","30.000","2.400","23.900","0.950","1005.700","","17.500","-99.000","-99.000","-99.000","25.700","","23.400",""
"C0I460","2020-05-27 09:00:00","110.000","254.000","3.000","27.200","0.860","997.500","","0.500","-99.000","-99.000","-99.000","27.800","","24.900",""
"C0A9F0","2020-05-27 09:00:00","35.000","101.000","2.000","23.800","0.980","1006.800","","4.000","-99.000","-99.000","-99.000","28.300","","23.200",""
"C0F9A0","2020-05-27 09:00:00","425.000","241.000","0.600","25.700","0.910","962.500","","0.500","-99.000","-99.000","-99.000","26.500","","22.600",""
"C0O950","2020-05-27 09:00:00","4.000","134.000","0.900","25.300","1.000","1008.700","","49.500","-99.000","-99.000","-99.000","25.700","","24.400",""
"C0M760","2020-05-27 09:00:00","40.000","254.000","0.400","24.900","0.990","1005.700","","22.500","-99.000","-99.000","-99.000","25.300","","24.300",""
"C0AH70","2020-05-27 09:00:00","34.000","80.000","3.000","24.100","0.810","1007.000","","4.500","-99.000","-99.000","-99.000","28.100","","23.500",""
"C0V250","2020-05-27 09:00:00","298.000","10.000","1.100","23.600","0.990","976.700","","4.500","-99.000","-99.000","-99.000","24.000","","23.100",""
"C0U980","2020-05-27 09:00:00","573.000","233.000","2.200","21.500","1.000","947.800","","2.000","-99.000","-99.000","-99.000","22.500","","21.100",""
"C0S740","2020-05-27 09:00:00","289.000","213.000","0.400","23.200","0.990","979.600","","6.500","-99.000","-99.000","-99.000","23.400","","22.700",""
"C0A920","2020-05-27 09:00:00","196.000","80.000","2.400","21.800","1.000","988.200","","47.500","-99.000","-99.000","-99.000","26.100","","21.400",""
"C0T870","2020-05-27 09:00:00","135.000","64.000","0.800","25.600","0.990","994.900","","0.000","-99.000","-99.000","-99.000","25.900","","21.600",""
"C0O930","2020-05-27 09:00:00","69.000","58.000","0.900","24.800","0.940","1002.100","","8.500","-99.000","-99.000","-99.000","24.800","","24.300",""
"C0AI40","2020-05-27 09:00:00","37.000","282.000","0.400","24.200","0.900","1006.500","","16.500","-99.000","-99.000","-99.000","28.700","","23.600",""
"C0C460","2020-05-27 09:00:00","482.000","0.000","0.000","22.200","0.970","957.300","","14.500","-99.000","-99.000","-99.000","23.400","","22.100",""
"C0E520","2020-05-27 09:00:00","320.000","0.000","0.200","23.900","1.000","974.600","","10.500","-99.000","-99.000","-99.000","24.200","","21.900",""
"C0T9D0","2020-05-27 09:00:00","7.000","35.000","1.200","24.500","0.950","1010.900","","0.000","-99.000","-99.000","-99.000","24.900","","23.700",""
"C0I390","2020-05-27 09:00:00","1184.000","0.000","0.000","21.800","0.890","884.700","","0.000","-99.000","-99.000","-99.000","21.800","","18.100",""
"C0B020","2020-05-27 09:00:00","86.000","6.000","2.400","22.400","0.960","999.700","","-99.000","-99.000","-99.000","-99.000","26.600","","21.700",""
"CM0170","2020-05-27 09:00:00","106.000","267.000","2.400","25.100","0.990","999.200","","6.000","-99.000","-99.000","-99.000","25.600","","23.000",""
"C0F860","2020-05-27 09:00:00","2215.000","216.000","1.200","16.500","1.000","781.400","","0.000","-99.000","-99.000","-99.000","16.900","","14.000",""
"C0U890","2020-05-27 09:00:00","116.000","113.000","3.100","23.300","0.990","998.400","","0.500","-99.000","-99.000","-99.000","25.400","","23.300",""
"C0G800","2020-05-27 09:00:00","15.000","205.000","3.600","25.500","0.990","1007.700","","14.000","-99.000","-99.000","-99.000","26.400","","24.700",""
"C0F850","2020-05-27 09:00:00","379.000","309.000","1.100","24.400","0.960","966.800","","2.500","-99.000","-99.000","-99.000","24.900","","22.000",""
"C0AH50","2020-05-27 09:00:00","275.000","134.000","1.100","21.900","0.990","979.300","","16.000","-99.000","-99.000","-99.000","26.200","","21.700",""
"C0Z160","2020-05-27 09:00:00","124.000","0.000","0.000","26.600","0.840","999.600","","0.000","-99.000","-99.000","-99.000","26.700","","23.100",""
